Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Austria,1413,514,Omicron (BA.2.86),57.5,71211,7965.77
Austria,1427,359,Omicron (BA.2.86),40.16,71570,8005.93
Austria,1441,226,Omicron (BA.2.86),25.28,71796,8031.21
Austria,1455,190,Omicron (BA.2.86),21.25,71986,8052.46
Austria,1469,71,Omicron (BA.2.86),7.94,72057,8060.4
Austria,1483,50,Omicron (BA.2.86),5.59,72107,8065.99
Austria,1497,17,,1.9,72124,8067.89
Austria,1511,12,,1.34,72136,8069.23
Austria,1525,4,,0.45,72140,8069.68
Austria,1539,5,,0.56,72145,8070.24
Austria,1553,4,,0.45,72149,8070.69
Austria,1567,2,,0.22,72151,8070.91
Bahamas,195,1,,2.44,1,2.44
Bahamas,209,2,,4.88,3,7.32
Bahamas,223,1,,2.44,4,9.76
Bahamas,237,2,,4.88,6,14.64
Bahamas,279,1,,2.44,7,17.08
Bahamas,293,8,,19.51,15,36.59
Bahamas,307,5,,12.2,20,48.79
Bahamas,321,1,,2.44,21,51.23
Bahamas,377,4,,9.76,25,60.99
Bahamas,433,7,,17.07,32,78.06
Bahamas,447,14,,34.15,46,112.21
Bahamas,461,13,,31.71,59,143.92
Bahamas,475,2,,4.88,61,148.8
Bahamas,489,7,,17.07,68,165.87
Bahamas,531,3,,7.32,71,173.19
Bahamas,545,5,,12.2,76,185.39
Bahamas,559,13,,31.71,89,217.1
Bahamas,573,74,Delta,180.49,163,397.59
Bahamas,587,1,,2.44,164,400.03
Bahamas,629,2,,4.88,166,404.91
Bahamas,643,8,,19.51,174,424.42
Bahamas,657,20,,48.78,194,473.2
Bahamas,671,16,,39.03,210,512.23
Bahamas,685,6,,14.63,216,526.86
Bahamas,699,2,,4.88,218,531.74
Bahamas,951,7,,17.07,225,548.81
Bahamas,965,17,,41.46,242,590.27
Bahamas,979,14,,34.15,256,624.42
Bahamas,993,7,,17.07,263,641.49
Bahamas,1007,5,,12.2,268,653.69
Bahamas,1021,16,,39.03,284,692.72
Bahamas,1035,2,,4.88,286,697.6
Bahamas,1049,7,,17.07,293,714.67
Bahamas,1063,3,,7.32,296,721.99
Bahamas,1091,5,,12.2,301,734.19
Bahrain,139,1,,0.68,1,0.68
Bahrain,153,2,,1.36,3,2.04
Bahrain,167,12,,8.15,15,10.19
Bahrain,181,1,,0.68,16,10.87
Bahrain,195,3,,2.04,19,12.91
Bahrain,223,6,,4.08,25,16.99
Bahrain,237,4,,2.72,29,19.71
Bahrain,251,3,,2.04,32,21.75
Bahrain,265,12,,8.15,44,29.9
Bahrain,279,45,Others,30.57,89,60.47
Bahrain,293,6,,4.08,95,64.55
Bahrain,307,33,Others,22.41,128,86.96
Bahrain,335,5,,3.4,133,90.36
Bahrain,349,2,,1.36,135,91.72
Bahrain,363,3,,2.04,138,93.76
Bahrain,377,11,,7.47,149,101.23
Bahrain,391,25,,16.98,174,118.21
Bahrain,405,17,,11.55,191,129.76
Bahrain,433,7,,4.75,198,134.51
Bahrain,447,35,Delta,23.77,233,158.28
Bahrain,461,15,,10.19,248,168.47
Bahrain,475,15,,10.19,263,178.66
Bahrain,489,47,Delta,31.92,310,210.58
Bahrain,503,41,Delta,27.85,351,238.43
Bahrain,517,17,,11.55,368,249.98
Bahrain,531,132,Delta,89.66,500,339.64
Bahrain,545,61,Delta,41.43,561,381.07
Bahrain,559,226,Delta,153.51,787,534.58
Bahrain,573,64,Delta,43.47,851,578.05
Bahrain,587,258,Delta,175.24,1109,753.29
Bahrain,601,86,Delta,58.41,1195,811.7
Bahrain,615,169,Delta,114.79,1364,926.49
Bahrain,629,342,Delta,232.3,1706,1158.79
Bahrain,643,378,Delta,256.75,2084,1415.54
Bahrain,657,411,Delta,279.17,2495,1694.71
Bahrain,671,208,Delta,141.28,2703,1835.99
Bahrain,685,547,Delta,371.54,3250,2207.53
Bahrain,699,371,Delta,252.0,3621,2459.53
Bahrain,713,368,Omicron (BA.1),249.96,3989,2709.49
Bahrain,727,181,Omicron (BA.1),122.94,4170,2832.43
Bahrain,741,99,Omicron (BA.2),67.24,4269,2899.67
Bahrain,755,355,Omicron (BA.2),241.13,4624,3140.8
Bahrain,769,1626,Omicron (BA.2),1104.44,6250,4245.24
Bahrain,783,426,Omicron (BA.2),289.36,6676,4534.6
Bahrain,797,358,Omicron (BA.2),243.17,7034,4777.77
Bahrain,811,252,Omicron (BA.2),171.17,7286,4948.94
Bahrain,825,269,Omicron (BA.2),182.72,7555,5131.66
Bahrain,839,290,Omicron (BA.2),196.98,7845,5328.64
Bahrain,853,421,Omicron (BA.2),285.96,8266,5614.6
Bahrain,867,101,Omicron (BA.5),68.6,8367,5683.2
Bahrain,881,42,Omicron (BA.5),28.53,8409,5711.73
Bahrain,895,65,Omicron (BA.5),44.15,8474,5755.88
Bahrain,909,270,Omicron (BA.5),183.39,8744,5939.27
Bahrain,923,148,Omicron (BA.5),100.53,8892,6039.8
Bahrain,937,141,Omicron (BA.5),95.77,9033,6135.57
Bahrain,951,87,Omicron (BA.5),59.09,9120,6194.66
Bahrain,1035,4,,2.72,9124,6197.38
Bahrain,1049,83,Omicron (XBB),56.38,9207,6253.76
Bahrain,1063,76,Omicron (XBB),51.62,9283,6305.38
Bahrain,1077,56,Omicron (XBB),38.04,9339,6343.42
Bahrain,1091,127,Omicron (XBB.1.9),86.26,9466,6429.68
Bahrain,1105,179,Omicron (XBB.1.9),121.58,9645,6551.26
Bahrain,1119,153,Omicron (XBB.1.9),103.92,9798,6655.18
Bahrain,1175,84,Omicron (XBB.1.9),57.06,9882,6712.24
Bahrain,1287,68,Omicron (XBB.2.3),46.19,9950,6758.43
Bahrain,1329,113,Omicron (XBB.2.3),76.75,10063,6835.18
Bahrain,1343,38,Omicron (XBB.1.9),25.81,10101,6860.99
Bahrain,1371,49,Omicron (XBB.1.9),33.28,10150,6894.27
Bahrain,1427,39,Others,26.49,10189,6920.76
Bangladesh,111,127,Others,0.74,127,0.74
Bangladesh,125,158,Others,0.92,285,1.66
Bangladesh,139,104,Others,0.61,389,2.27
Bangladesh,153,102,Others,0.6,491,2.87
Bangladesh,167,155,Others,0.91,646,3.78
Bangladesh,181,180,Others,1.05,826,4.83
Bangladesh,195,86,Others,0.5,912,5.33
Bangladesh,209,54,Others,0.32,966,5.65
Bangladesh,223,26,,0.15,992,5.8
Bangladesh,237,93,Others,0.54,1085,6.34
Bangladesh,251,14,,0.08,1099,6.42
Bangladesh,265,23,,0.13,1122,6.55
Bangladesh,279,15,,0.09,1137,6.64
Bangladesh,293,19,,0.11,1156,6.75
Bangladesh,307,26,,0.15,1182,6.9
Bangladesh,321,48,Others,0.28,1230,7.18
Bangladesh,335,22,,0.13,1252,7.31
Bangladesh,349,45,Others,0.26,1297,7.57
Bangladesh,363,23,,0.13,1320,7.7
Bangladesh,377,58,Others,0.34,1378,8.04
Bangladesh,391,19,,0.11,1397,8.15
Bangladesh,405,22,,0.13,1419,8.28
Bangladesh,419,91,Beta,0.53,1510,8.81
Bangladesh,433,105,Beta,0.61,1615,9.42
Bangladesh,447,132,Beta,0.77,1747,10.19
Bangladesh,461,98,Beta,0.57,1845,10.76
Bangladesh,475,38,Beta,0.22,1883,10.98
Bangladesh,489,76,Beta,0.44,1959,11.42
Bangladesh,503,84,Delta,0.49,2043,11.91
Bangladesh,517,87,Delta,0.51,2130,12.42
Bangladesh,531,246,Delta,1.44,2376,13.86
Bangladesh,545,406,Delta,2.37,2782,16.23
Bangladesh,559,236,Delta,1.38,3018,17.61
Bangladesh,573,336,Delta,1.96,3354,19.57
Bangladesh,587,209,Delta,1.22,3563,20.79
Bangladesh,601,155,Delta,0.91,3718,21.7
Bangladesh,615,146,Delta,0.85,3864,22.55
Bangladesh,629,140,Delta,0.82,4004,23.37
Bangladesh,643,127,Delta,0.74,4131,24.11
Bangladesh,657,96,Delta,0.56,4227,24.67
Bangladesh,671,125,Delta,0.73,4352,25.4
Bangladesh,685,142,Delta,0.83,4494,26.23
Bangladesh,699,121,Delta,0.71,4615,26.94
Bangladesh,713,148,Delta,0.86,4763,27.8
Bangladesh,727,378,Omicron (BA.1),2.21,5141,30.01
Bangladesh,741,362,Omicron (BA.2),2.11,5503,32.12
Bangladesh,755,202,Omicron (BA.2),1.18,5705,33.3
Bangladesh,769,115,Omicron (BA.2),0.67,5820,33.97
Bangladesh,783,55,Omicron (BA.2),0.32,5875,34.29
Bangladesh,797,19,,0.11,5894,34.4
Bangladesh,811,7,,0.04,5901,34.44
Bangladesh,825,6,,0.04,5907,34.48
Bangladesh,839,7,,0.04,5914,34.52
Bangladesh,853,4,,0.02,5918,34.54
Bangladesh,867,11,,0.06,5929,34.6
Bangladesh,881,108,Omicron (BA.5),0.63,6037,35.23
Bangladesh,895,162,Omicron (BA.5),0.95,6199,36.18
Bangladesh,909,40,Omicron (BA.5),0.23,6239,36.41
Bangladesh,923,23,,0.13,6262,36.54
Bangladesh,937,8,,0.05,6270,36.59
Bangladesh,951,8,,0.05,6278,36.64
Bangladesh,965,25,,0.15,6303,36.79
Bangladesh,979,98,Omicron (XBB),0.57,6401,37.36
Bangladesh,993,79,Omicron (XBB),0.46,6480,37.82
Bangladesh,1007,41,Omicron (XBB),0.24,6521,38.06
Bangladesh,1021,5,,0.03,6526,38.09
Bangladesh,1035,1,,0.01,6527,38.1
Bangladesh,1063,1,,0.01,6528,38.11
Bangladesh,1077,1,,0.01,6529,38.12
Bangladesh,1091,2,,0.01,6531,38.13
Bangladesh,1119,2,,0.01,6533,38.14
Bangladesh,1161,1,,0.01,6534,38.15
Bangladesh,1175,1,,0.01,6535,38.16
Bangladesh,1189,6,,0.04,6541,38.2
Bangladesh,1203,17,,0.1,6558,38.3
Bangladesh,1217,9,,0.05,6567,38.35
Bangladesh,1231,14,,0.08,6581,38.43
Bangladesh,1245,41,Omicron (XBB.2.3),0.24,6622,38.67
Bangladesh,1259,21,,0.12,6643,38.79
Bangladesh,1273,38,Omicron (XBB.2.3),0.22,6681,39.01
Bangladesh,1287,44,Omicron (XBB.2.3),0.26,6725,39.27
Bangladesh,1301,14,,0.08,6739,39.35
Bangladesh,1315,5,,0.03,6744,39.38
Bangladesh,1329,1,,0.01,6745,39.39
Bangladesh,1427,1,,0.01,6746,39.4
Bangladesh,1441,4,,0.02,6750,39.42
Bangladesh,1455,20,,0.12,6770,39.54
Bangladesh,1469,8,,0.05,6778,39.59
Bangladesh,1483,10,,0.06,6788,39.65
Bangladesh,1497,5,,0.03,6793,39.68
Bangladesh,1511,10,,0.06,6803,39.74
Bangladesh,1525,6,,0.04,6809,39.78
Belarus,139,10,,1.05,10,1.05
Belarus,153,1,,0.1,11,1.15
Belarus,181,1,,0.1,12,1.25
Belarus,195,1,,0.1,13,1.35
Belarus,265,1,,0.1,14,1.45
Belarus,279,4,,0.42,18,1.87
Belarus,293,20,,2.1,38,3.97
Belarus,307,1,,0.1,39,4.07
Belarus,321,4,,0.42,43,4.49
Belarus,335,1,,0.1,44,4.59
Belarus,377,2,,0.21,46,4.8
Belarus,405,4,,0.42,50,5.22
Belarus,419,1,,0.1,51,5.32
Belarus,433,13,,1.36,64,6.68
Belarus,447,6,,0.63,70,7.31
Belarus,461,5,,0.52,75,7.83
Belarus,475,5,,0.52,80,8.35
Belarus,489,1,,0.1,81,8.45
Belarus,503,2,,0.21,83,8.66
Belarus,573,5,,0.52,88,9.18
Belarus,587,15,,1.57,103,10.75
Belarus,601,17,,1.78,120,12.53
Belarus,615,7,,0.73,127,13.26
Belarus,629,29,,3.04,156,16.3
Belarus,643,4,,0.42,160,16.72
Belarus,657,15,,1.57,175,18.29
Belarus,685,2,,0.21,177,18.5
Belarus,699,2,,0.21,179,18.71
Belarus,713,5,,0.52,184,19.23
Belarus,727,6,,0.63,190,19.86
Belarus,741,10,,1.05,200,20.91
Belarus,755,10,,1.05,210,21.96
Belarus,769,2,,0.21,212,22.17
Belgium,111,134,Others,11.5,134,11.5
Belgium,125,67,Others,5.75,201,17.25
Belgium,139,15,,1.29,216,18.54
Belgium,153,38,Others,3.26,254,21.8
Belgium,167,39,Others,3.35,293,25.15
Belgium,181,39,Others,3.35,332,28.5
Belgium,195,146,Others,12.53,478,41.03
Belgium,209,128,Others,10.98,606,52.01
Belgium,223,54,Others,4.63,660,56.64
Belgium,237,87,Others,7.46,747,64.1
Belgium,251,246,Others,21.11,993,85.21
Belgium,265,130,Others,11.15,1123,96.36
Belgium,279,356,Others,30.54,1479,126.9
Belgium,293,216,Others,18.53,1695,145.43
Belgium,307,242,Others,20.76,1937,166.19
Belgium,321,149,Others,12.78,2086,178.97
Belgium,335,342,Others,29.34,2428,208.31
Belgium,349,234,Others,20.08,2662,228.39
Belgium,363,756,Others,64.86,3418,293.25
Belgium,377,1699,Others,145.76,5117,439.01
Belgium,391,1638,Others,140.53,6755,579.54
Belgium,405,2122,Alpha,182.05,8877,761.59
Belgium,419,2414,Alpha,207.11,11291,968.7
Belgium,433,3219,Alpha,276.17,14510,1244.87
Belgium,447,3000,Alpha,257.38,17510,1502.25
Belgium,461,3156,Alpha,270.76,20666,1773.01
Belgium,475,3184,Alpha,273.17,23850,2046.18
Belgium,489,3134,Alpha,268.88,26984,2315.06
Belgium,503,2357,Alpha,202.21,29341,2517.27
Belgium,517,1470,Alpha,126.12,30811,2643.39
Belgium,531,1402,Delta,120.28,32213,2763.67
Belgium,545,3546,Delta,304.22,35759,3067.89
Belgium,559,3574,Delta,306.63,39333,3374.52
Belgium,573,4558,Delta,391.05,43891,3765.57
Belgium,587,4421,Delta,379.29,48312,4144.86
Belgium,601,3859,Delta,331.08,52171,4475.94
Belgium,615,2887,Delta,247.69,55058,4723.63
Belgium,629,3059,Delta,262.44,58117,4986.07
Belgium,643,3855,Delta,330.73,61972,5316.8
Belgium,657,3188,Delta,273.51,65160,5590.31
Belgium,671,4206,Delta,360.85,69366,5951.16
Belgium,685,4583,Delta,393.19,73949,6344.35
Belgium,699,4953,Delta,424.93,78902,6769.28
Belgium,713,4580,Omicron (BA.1),392.93,83482,7162.21
Belgium,727,6721,Omicron (BA.1),576.62,90203,7738.83
Belgium,741,7730,Omicron (BA.1),663.18,97933,8402.01
Belgium,755,6644,Omicron (BA.1),570.01,104577,8972.02
Belgium,769,6652,Omicron (BA.1),570.7,111229,9542.72
Belgium,783,5352,Omicron (BA.2),459.17,116581,10001.89
Belgium,797,4949,Omicron (BA.2),424.59,121530,10426.48
Belgium,811,4233,Omicron (BA.2),363.16,125763,10789.64
Belgium,825,3626,Omicron (BA.2),311.09,129389,11100.73
Belgium,839,3033,Omicron (BA.2),260.21,132422,11360.94
Belgium,853,2352,Omicron (BA.2),201.79,134774,11562.73
Belgium,867,1704,Omicron (BA.2),146.19,136478,11708.92
Belgium,881,2897,Omicron (BA.5),248.54,139375,11957.46
Belgium,895,3932,Omicron (BA.5),337.34,143307,12294.8
Belgium,909,3739,Omicron (BA.5),320.78,147046,12615.58
Belgium,923,2839,Omicron (BA.5),243.57,149885,12859.15
Belgium,937,2090,Omicron (BA.5),179.31,151975,13038.46
Belgium,951,1637,Omicron (BA.5),140.44,153612,13178.9
Belgium,965,1625,Omicron (BA.5),139.41,155237,13318.31
Belgium,979,1787,Omicron (BA.5),153.31,157024,13471.62
Belgium,993,2347,Omicron (BA.5),201.36,159371,13672.98
Belgium,1007,1760,Omicron (BA.5),151.0,161131,13823.98
Belgium,1021,812,Omicron (BA.5),69.66,161943,13893.64
Belgium,1035,599,Omicron (BQ.1),51.39,162542,13945.03
Belgium,1049,757,Omicron (BQ.1),64.95,163299,14009.98
Belgium,1063,930,Omicron (BQ.1),79.79,164229,14089.77
Belgium,1077,734,Omicron (BQ.1),62.97,164963,14152.74
Belgium,1091,649,Omicron (BQ.1),55.68,165612,14208.42
Belgium,1105,444,Omicron (BQ.1),38.09,166056,14246.51
Belgium,1119,717,Omicron (BQ.1),61.51,166773,14308.02
Belgium,1133,892,Omicron (XBB.1.5),76.53,167665,14384.55
Belgium,1147,1018,Omicron (XBB.1.5),87.34,168683,14471.89
Belgium,1161,747,Omicron (XBB.1.5),64.09,169430,14535.98
Belgium,1175,629,Omicron (XBB.1.5),53.96,170059,14589.94
Belgium,1189,413,Omicron (XBB.1.5),35.43,170472,14625.37
Belgium,1203,283,Omicron (XBB.1.5),24.28,170755,14649.65
Belgium,1217,209,Omicron (XBB.1.9),17.93,170964,14667.58
Belgium,1231,119,Omicron (XBB.1.5),10.21,171083,14677.79
Belgium,1245,99,Omicron (XBB.1.5),8.49,171182,14686.28
Belgium,1259,39,Omicron (XBB.1.5),3.35,171221,14689.63
Belgium,1273,24,,2.06,171245,14691.69
Belgium,1287,41,Omicron (EG.5.1),3.52,171286,14695.21
Belgium,1301,166,Omicron (EG.5.1),14.24,171452,14709.45
Belgium,1315,292,Omicron (EG.5.1),25.05,171744,14734.5
Belgium,1329,361,Omicron (EG.5.1),30.97,172105,14765.47
Belgium,1343,414,Omicron (EG.5.1),35.52,172519,14800.99
Belgium,1357,489,Omicron (EG.5.1),41.95,173008,14842.94
Belgium,1371,493,Omicron (EG.5.1),42.3,173501,14885.24
Belgium,1385,523,Omicron (EG.5.1),44.87,174024,14930.11
Belgium,1399,312,Omicron (BA.2.86),26.77,174336,14956.88
Belgium,1413,492,Omicron (BA.2.86),42.21,174828,14999.09
Belgium,1427,678,Omicron (BA.2.86),58.17,175506,15057.26
Belgium,1441,284,Omicron (BA.2.86),24.37,175790,15081.63
Belgium,1455,40,Omicron (BA.2.86),3.43,175830,15085.06
Belgium,1469,34,Omicron (BA.2.86),2.92,175864,15087.98
Belgium,1483,38,Omicron (BA.2.86),3.26,175902,15091.24
Belgium,1497,14,,1.2,175916,15092.44
Belgium,1511,7,,0.6,175923,15093.04
Belgium,1525,4,,0.34,175927,15093.38
Belgium,1539,5,,0.43,175932,15093.81
Belgium,1553,11,,0.94,175943,15094.75
Belgium,1567,4,,0.34,175947,15095.09
Belgium,1581,6,,0.51,175953,15095.6
Belgium,1595,9,,0.77,175962,15096.37
Belgium,1609,23,,1.97,175985,15098.34
Belize,209,3,,7.4,3,7.4
Belize,223,1,,2.47,4,9.87
Belize,251,2,,4.93,6,14.8
Belize,265,4,,9.87,10,24.67
Belize,279,6,,14.8,16,39.47
Belize,293,1,,2.47,17,41.94
Belize,335,7,,17.27,24,59.21
Belize,349,12,,29.61,36,88.82
Belize,363,7,,17.27,43,106.09
Belize,377,28,,69.09,71,175.18
Belize,391,12,,29.61,83,204.79
Belize,405,9,,22.21,92,227.0
Belize,419,2,,4.93,94,231.93
Belize,433,1,,2.47,95,234.4
Belize,447,3,,7.4,98,241.8
Belize,475,13,,32.08,111,273.88
Belize,489,2,,4.93,113,278.81
Belize,503,3,,7.4,116,286.21
Belize,517,9,,22.21,125,308.42
Belize,531,37,Alpha,91.29,162,399.71
Belize,545,12,,29.61,174,429.32
Belize,559,60,Delta,148.04,234,577.36
Belize,573,49,Delta,120.9,283,698.26
Belize,615,1,,2.47,284,700.73
Belize,629,38,Delta,93.76,322,794.49
Belize,643,37,Delta,91.29,359,885.78
Belize,657,18,,44.41,377,930.19
Belize,671,6,,14.8,383,944.99
Belize,685,31,Delta,76.49,414,1021.48
Belize,699,9,,22.21,423,1043.69
Belize,713,161,Omicron (BA.1),397.25,584,1440.94
Belize,727,63,Omicron (BA.1),155.45,647,1596.39
Belize,741,30,Omicron (BA.1),74.02,677,1670.41
Belize,755,21,,51.82,698,1722.23
Belize,769,44,Omicron (BA.1),108.57,742,1830.8
Belize,783,14,,34.54,756,1865.34
Belize,797,23,,56.75,779,1922.09
Belize,811,7,,17.27,786,1939.36
Belize,839,15,,37.01,801,1976.37
Belize,853,43,Omicron (BA.2.12.1),106.1,844,2082.47
Belize,867,28,,69.09,872,2151.56
Belize,881,16,,39.48,888,2191.04
Belize,895,23,,56.75,911,2247.79
Belize,909,41,Omicron (BA.2.12.1),101.16,952,2348.95
Belize,923,34,Omicron (BA.5),83.89,986,2432.84
Belize,937,19,,46.88,1005,2479.72
Belize,951,9,,22.21,1014,2501.93
Belize,965,6,,14.8,1020,2516.73
Belize,979,4,,9.87,1024,2526.6
Belize,993,1,,2.47,1025,2529.07
Belize,1007,2,,4.93,1027,2534.0
Belize,1021,3,,7.4,1030,2541.4
Belize,1035,3,,7.4,1033,2548.8
Belize,1049,24,,59.22,1057,2608.02
Belize,1063,16,,39.48,1073,2647.5
Belize,1077,15,,37.01,1088,2684.51
Belize,1091,15,,37.01,1103,2721.52
Belize,1105,7,,17.27,1110,2738.79
Belize,1119,3,,7.4,1113,2746.19
Belize,1147,2,,4.93,1115,2751.12
Belize,1189,2,,4.93,1117,2756.05
Belize,1203,4,,9.87,1121,2765.92
Belize,1217,2,,4.93,1123,2770.85
Benin,377,29,,2.17,29,2.17
Benin,391,77,Others,5.77,106,7.94
Benin,405,39,Others,2.92,145,10.86
Benin,419,80,Others,5.99,225,16.85
Benin,433,85,Others,6.37,310,23.22
Benin,447,70,Others,5.24,380,28.46
Benin,461,3,,0.22,383,28.68
Benin,475,13,,0.97,396,29.65
Benin,489,20,,1.5,416,31.15
Benin,503,21,,1.57,437,32.72
Benin,517,15,,1.12,452,33.84
Benin,531,19,,1.42,471,35.26
Benin,545,37,Delta,2.77,508,38.03
Benin,559,22,,1.65,530,39.68
Benin,573,62,Delta,4.64,592,44.32
Benin,587,54,Delta,4.04,646,48.36
Benin,601,1,,0.07,647,48.43
Benin,615,2,,0.15,649,48.58
Benin,629,1,,0.07,650,48.65
Benin,643,2,,0.15,652,48.8
Benin,657,1,,0.07,653,48.87
Benin,699,111,Omicron (BA.1),8.31,764,57.18
Benin,713,240,Omicron (BA.1),17.97,1004,75.15
Benin,727,78,Omicron (BA.1),5.84,1082,80.99
Benin,741,10,,0.75,1092,81.74
Benin,755,4,,0.3,1096,82.04
Bolivia,111,8,,0.65,8,0.65
Bolivia,125,15,,1.23,23,1.88
Bolivia,153,8,,0.65,31,2.53
Bolivia,167,4,,0.33,35,2.86
Bolivia,181,1,,0.08,36,2.94
Bolivia,195,3,,0.25,39,3.19
Bolivia,209,9,,0.74,48,3.93
Bolivia,223,3,,0.25,51,4.18
Bolivia,237,6,,0.49,57,4.67
Bolivia,265,2,,0.16,59,4.83
Bolivia,279,4,,0.33,63,5.16
Bolivia,307,7,,0.57,70,5.73
Bolivia,321,1,,0.08,71,5.81
Bolivia,335,6,,0.49,77,6.3
Bolivia,349,9,,0.74,86,7.04
Bolivia,363,11,,0.9,97,7.94
Bolivia,377,9,,0.74,106,8.68
Bolivia,391,9,,0.74,115,9.42
Bolivia,405,5,,0.41,120,9.83
Bolivia,433,11,,0.9,131,10.73
Bolivia,461,1,,0.08,132,10.81
Bolivia,475,3,,0.25,135,11.06
Bolivia,489,12,,0.98,147,12.04
Bolivia,503,16,,1.31,163,13.35
Bolivia,517,16,,1.31,179,14.66
Bolivia,531,11,,0.9,190,15.56
Bolivia,545,6,,0.49,196,16.05
Bolivia,559,5,,0.41,201,16.46
Bolivia,573,9,,0.74,210,17.2
Bolivia,587,3,,0.25,213,17.45
Bolivia,601,3,,0.25,216,17.7
Bolivia,615,3,,0.25,219,17.95
Bolivia,629,5,,0.41,224,18.36
Bolivia,643,7,,0.57,231,18.93
Bolivia,657,17,,1.39,248,20.32
Bolivia,671,2,,0.16,250,20.48
Bolivia,685,1,,0.08,251,20.56
Bolivia,699,7,,0.57,258,21.13
Bolivia,713,43,Omicron (BA.1),3.52,301,24.65
Bolivia,727,16,,1.31,317,25.96
Bolivia,755,1,,0.08,318,26.04
Bolivia,769,1,,0.08,319,26.12
Bolivia,825,1,,0.08,320,26.2
Bolivia,853,2,,0.16,322,26.36
Bolivia,881,5,,0.41,327,26.77
Bolivia,895,17,,1.39,344,28.16
Bolivia,909,13,,1.06,357,29.22
Bolivia,923,18,,1.47,375,30.69
Bolivia,937,3,,0.25,378,30.94
Bolivia,1007,1,,0.08,379,31.02
Bolivia,1035,1,,0.08,380,31.1
Bolivia,1049,1,,0.08,381,31.18
Bolivia,1063,9,,0.74,390,31.92
Bolivia,1077,1,,0.08,391,32.0
Bolivia,1091,12,,0.98,403,32.98
Bolivia,1105,4,,0.33,407,33.31
Bolivia,1119,2,,0.16,409,33.47
Bolivia,1147,2,,0.16,411,33.63
Bolivia,1175,1,,0.08,412,33.71
Bolivia,1189,1,,0.08,413,33.79
Bolivia,1203,1,,0.08,414,33.87
Bolivia,1217,7,,0.57,421,34.44
Bolivia,1231,4,,0.33,425,34.77
Bolivia,1245,10,,0.82,435,35.59
Bolivia,1259,3,,0.25,438,35.84
Bosnia and Herzegovina,111,1,,0.31,1,0.31
Bosnia and Herzegovina,139,1,,0.31,2,0.62
Bosnia and Herzegovina,181,1,,0.31,3,0.93
Bosnia and Herzegovina,223,1,,0.31,4,1.24
Bosnia and Herzegovina,237,1,,0.31,5,1.55
Bosnia and Herzegovina,251,1,,0.31,6,1.86
Bosnia and Herzegovina,265,1,,0.31,7,2.17
Bosnia and Herzegovina,293,2,,0.62,9,2.79
Bosnia and Herzegovina,307,2,,0.62,11,3.41
Bosnia and Herzegovina,321,3,,0.93,14,4.34
Bosnia and Herzegovina,335,1,,0.31,15,4.65
Bosnia and Herzegovina,349,2,,0.62,17,5.27
Bosnia and Herzegovina,363,10,,3.09,27,8.36
Bosnia and Herzegovina,377,5,,1.55,32,9.91
Bosnia and Herzegovina,391,5,,1.55,37,11.46
Bosnia and Herzegovina,405,4,,1.24,41,12.7
Bosnia and Herzegovina,419,17,,5.26,58,17.96
Bosnia and Herzegovina,433,4,,1.24,62,19.2
Bosnia and Herzegovina,447,17,,5.26,79,24.46
Bosnia and Herzegovina,475,2,,0.62,81,25.08
Bosnia and Herzegovina,503,9,,2.78,90,27.86
Bosnia and Herzegovina,517,18,,5.57,108,33.43
Bosnia and Herzegovina,531,18,,5.57,126,39.0
Bosnia and Herzegovina,545,9,,2.78,135,41.78
Bosnia and Herzegovina,559,12,,3.71,147,45.49
Bosnia and Herzegovina,573,10,,3.09,157,48.58
Bosnia and Herzegovina,587,2,,0.62,159,49.2
Bosnia and Herzegovina,601,4,,1.24,163,50.44
Bosnia and Herzegovina,615,4,,1.24,167,51.68
Bosnia and Herzegovina,629,156,Delta,48.24,323,99.92
Bosnia and Herzegovina,643,116,Delta,35.87,439,135.79
Bosnia and Herzegovina,657,155,Delta,47.94,594,183.73
Bosnia and Herzegovina,671,127,Delta,39.28,721,223.01
Bosnia and Herzegovina,685,179,Delta,55.36,900,278.37
Bosnia and Herzegovina,699,183,Delta,56.59,1083,334.96
Bosnia and Herzegovina,713,146,Delta,45.15,1229,380.11
Bosnia and Herzegovina,727,66,Omicron (BA.1),20.41,1295,400.52
Bosnia and Herzegovina,741,18,,5.57,1313,406.09
Bosnia and Herzegovina,755,11,,3.4,1324,409.49
Bosnia and Herzegovina,769,9,,2.78,1333,412.27
Bosnia and Herzegovina,783,14,,4.33,1347,416.6
Bosnia and Herzegovina,797,6,,1.86,1353,418.46
Bosnia and Herzegovina,811,1,,0.31,1354,418.77
Bosnia and Herzegovina,839,1,,0.31,1355,419.08
Bosnia and Herzegovina,853,2,,0.62,1357,419.7
Bosnia and Herzegovina,867,8,,2.47,1365,422.17
Bosnia and Herzegovina,881,3,,0.93,1368,423.1
Bosnia and Herzegovina,895,7,,2.16,1375,425.26
Bosnia and Herzegovina,909,6,,1.86,1381,427.12
Bosnia and Herzegovina,923,3,,0.93,1384,428.05
Bosnia and Herzegovina,937,3,,0.93,1387,428.98
Bosnia and Herzegovina,951,2,,0.62,1389,429.6
Bosnia and Herzegovina,965,1,,0.31,1390,429.91
Bosnia and Herzegovina,993,3,,0.93,1393,430.84
