date,indicator,value,entity
2023-05-01,Daily hospital occupancy,3551,Canada
2023-05-02,Daily hospital occupancy,3504,Canada
2023-05-03,Daily hospital occupancy,3423,Canada
2023-05-04,Daily hospital occupancy,3373,Canada
2023-05-05,Daily hospital occupancy,3280,Canada
2023-05-06,Daily hospital occupancy,3140,Canada
2023-05-07,Daily hospital occupancy,3154,Canada
2023-05-08,Daily hospital occupancy,3267,Canada
2023-05-09,Daily hospital occupancy,3203,Canada
2023-05-10,Daily hospital occupancy,3190,Canada
2023-05-11,Daily hospital occupancy,3181,Canada
2023-05-12,Daily hospital occupancy,3138,Canada
2023-05-13,Daily hospital occupancy,3044,Canada
2023-05-14,Daily hospital occupancy,3053,Canada
2023-05-15,Daily hospital occupancy,3134,Canada
2023-05-16,Daily hospital occupancy,3071,Canada
2023-05-17,Daily hospital occupancy,3057,Canada
2023-05-18,Daily hospital occupancy,3075,Canada
2023-05-19,Daily hospital occupancy,3040,Canada
2023-05-20,Daily hospital occupancy,2986,Canada
2023-05-21,Daily hospital occupancy,2985,Canada
2023-05-22,Daily hospital occupancy,3012,Canada
2023-05-23,Daily hospital occupancy,3017,Canada
2023-05-24,Daily hospital occupancy,3027,Canada
2023-05-25,Daily hospital occupancy,2839,Canada
2023-05-26,Daily hospital occupancy,2839,Canada
2023-05-27,Daily hospital occupancy,2714,Canada
2023-05-28,Daily hospital occupancy,2732,Canada
2023-05-29,Daily hospital occupancy,2799,Canada
2023-05-30,Daily hospital occupancy,2811,Canada
2023-05-31,Daily hospital occupancy,2809,Canada
2023-06-01,Daily hospital occupancy,2801,Canada
2023-06-02,Daily hospital occupancy,2763,Canada
2023-06-03,Daily hospital occupancy,2695,Canada
2023-06-04,Daily hospital occupancy,2692,Canada
2023-06-05,Daily hospital occupancy,2688,Canada
2023-06-06,Daily hospital occupancy,2658,Canada
2023-06-07,Daily hospital occupancy,2652,Canada
2023-06-08,Daily hospital occupancy,2553,Canada
2023-06-09,Daily hospital occupancy,2476,Canada
2023-06-10,Daily hospital occupancy,2429,Canada
2023-06-11,Daily hospital occupancy,2417,Canada
2023-06-12,Daily hospital occupancy,2420,Canada
2023-06-13,Daily hospital occupancy,2399,Canada
2023-06-14,Daily hospital occupancy,2386,Canada
2023-06-15,Daily hospital occupancy,2315,Canada
2023-06-16,Daily hospital occupancy,2288,Canada
2023-06-17,Daily hospital occupancy,2242,Canada
2023-06-18,Daily hospital occupancy,2249,Canada
2023-06-19,Daily hospital occupancy,2261,Canada
2023-06-20,Daily hospital occupancy,2199,Canada
2023-06-21,Daily hospital occupancy,2163,Canada
2023-06-22,Daily hospital occupancy,2138,Canada
2023-06-23,Daily hospital occupancy,2108,Canada
2023-06-24,Daily hospital occupancy,2073,Canada
2023-06-25,Daily hospital occupancy,2106,Canada
2023-06-26,Daily hospital occupancy,2143,Canada
2023-06-27,Daily hospital occupancy,2092,Canada
2023-06-28,Daily hospital occupancy,2039,Canada
2023-06-29,Daily hospital occupancy,2042,Canada
2023-06-30,Daily hospital occupancy,2037,Canada
2023-07-01,Daily hospital occupancy,1996,Canada
2023-07-02,Daily hospital occupancy,2003,Canada
2023-07-03,Daily hospital occupancy,2008,Canada
2023-07-04,Daily hospital occupancy,2004,Canada
2023-07-05,Daily hospital occupancy,1984,Canada
2023-07-06,Daily hospital occupancy,1913,Canada
2023-07-07,Daily hospital occupancy,1909,Canada
2023-07-08,Daily hospital occupancy,1876,Canada
2023-07-09,Daily hospital occupancy,1879,Canada
2023-07-10,Daily hospital occupancy,1917,Canada
2023-07-11,Daily hospital occupancy,1909,Canada
2023-07-12,Daily hospital occupancy,1886,Canada
2023-07-13,Daily hospital occupancy,1883,Canada
2023-07-14,Daily hospital occupancy,1866,Canada
2023-07-15,Daily hospital occupancy,1842,Canada
2023-07-16,Daily hospital occupancy,1836,Canada
2023-07-17,Daily hospital occupancy,1864,Canada
2023-07-18,Daily hospital occupancy,1844,Canada
2023-07-19,Daily hospital occupancy,1847,Canada
2023-07-20,Daily hospital occupancy,1817,Canada
2023-07-21,Daily hospital occupancy,1800,Canada
2023-07-22,Daily hospital occupancy,1788,Canada
2023-07-23,Daily hospital occupancy,1803,Canada
2023-07-24,Daily hospital occupancy,1817,Canada
2023-07-25,Daily hospital occupancy,1755,Canada
2023-07-26,Daily hospital occupancy,1749,Canada
2023-07-27,Daily hospital occupancy,1756,Canada
2023-07-28,Daily hospital occupancy,1734,Canada
2023-07-29,Daily hospital occupancy,1713,Canada
2023-07-30,Daily hospital occupancy,1731,Canada
2023-07-31,Daily hospital occupancy,1763,Canada
2023-08-01,Daily hospital occupancy,1770,Canada
2023-08-02,Daily hospital occupancy,1777,Canada
2023-08-03,Daily hospital occupancy,1739,Canada
2023-08-04,Daily hospital occupancy,1727,Canada
2023-08-05,Daily hospital occupancy,1725,Canada
2023-08-06,Daily hospital occupancy,1738,Canada
2023-08-07,Daily hospital occupancy,1794,Canada
2023-08-08,Daily hospital occupancy,1841,Canada
2023-08-09,Daily hospital occupancy,1860,Canada
2023-08-10,Daily hospital occupancy,1868,Canada
2023-08-11,Daily hospital occupancy,1882,Canada
2023-08-12,Daily hospital occupancy,1877,Canada
2023-08-13,Daily hospital occupancy,1930,Canada
2023-08-14,Daily hospital occupancy,1992,Canada
2023-08-15,Daily hospital occupancy,2014,Canada
2023-08-16,Daily hospital occupancy,2050,Canada
2023-08-17,Daily hospital occupancy,2101,Canada
2023-08-18,Daily hospital occupancy,2126,Canada
2023-08-19,Daily hospital occupancy,2108,Canada
2023-08-20,Daily hospital occupancy,2148,Canada
2023-08-21,Daily hospital occupancy,2230,Canada
2023-08-22,Daily hospital occupancy,2182,Canada
2023-08-23,Daily hospital occupancy,2217,Canada
2023-08-24,Daily hospital occupancy,2229,Canada
2023-08-25,Daily hospital occupancy,2336,Canada
2023-08-26,Daily hospital occupancy,2357,Canada
2023-08-27,Daily hospital occupancy,2386,Canada
2023-08-28,Daily hospital occupancy,2466,Canada
2023-08-29,Daily hospital occupancy,2456,Canada
2023-08-30,Daily hospital occupancy,2487,Canada
2023-08-31,Daily hospital occupancy,2486,Canada
2023-09-01,Daily hospital occupancy,2464,Canada
2023-09-02,Daily hospital occupancy,2520,Canada
2023-09-03,Daily hospital occupancy,2551,Canada
2023-09-04,Daily hospital occupancy,2579,Canada
2023-09-05,Daily hospital occupancy,2673,Canada
2023-09-06,Daily hospital occupancy,2703,Canada
2023-09-07,Daily hospital occupancy,2874,Canada
2023-09-08,Daily hospital occupancy,2927,Canada
2023-09-09,Daily hospital occupancy,2936,Canada
2023-09-10,Daily hospital occupancy,2991,Canada
2023-09-11,Daily hospital occupancy,3069,Canada
2023-09-12,Daily hospital occupancy,3062,Canada
2023-09-13,Daily hospital occupancy,3122,Canada
2023-09-14,Daily hospital occupancy,3147,Canada
2023-09-15,Daily hospital occupancy,3160,Canada
2023-09-16,Daily hospital occupancy,3099,Canada
2023-09-17,Daily hospital occupancy,3177,Canada
2023-09-18,Daily hospital occupancy,3274,Canada
2023-09-19,Daily hospital occupancy,3306,Canada
2023-09-20,Daily hospital occupancy,3392,Canada
2023-09-21,Daily hospital occupancy,3476,Canada
2023-09-22,Daily hospital occupancy,3595,Canada
2023-09-23,Daily hospital occupancy,3501,Canada
2023-09-24,Daily hospital occupancy,3612,Canada
2023-09-25,Daily hospital occupancy,3768,Canada
2023-09-26,Daily hospital occupancy,3830,Canada
2023-09-27,Daily hospital occupancy,3872,Canada
2023-09-28,Daily hospital occupancy,3892,Canada
2023-09-29,Daily hospital occupancy,3949,Canada
2023-09-30,Daily hospital occupancy,3906,Canada
2023-10-01,Daily hospital occupancy,4018,Canada
2023-10-02,Daily hospital occupancy,4271,Canada
2023-10-03,Daily hospital occupancy,4263,Canada
2023-10-04,Daily hospital occupancy,4305,Canada
2023-10-05,Daily hospital occupancy,4498,Canada
2023-10-06,Daily hospital occupancy,4486,Canada
2023-10-07,Daily hospital occupancy,4422,Canada
2023-10-08,Daily hospital occupancy,4442,Canada
2023-10-09,Daily hospital occupancy,4497,Canada
2023-10-10,Daily hospital occupancy,4578,Canada
2023-10-11,Daily hospital occupancy,4476,Canada
2023-10-12,Daily hospital occupancy,4386,Canada
2023-10-13,Daily hospital occupancy,4338,Canada
2023-10-14,Daily hospital occupancy,4301,Canada
2023-10-15,Daily hospital occupancy,4359,Canada
2023-10-16,Daily hospital occupancy,4454,Canada
2023-10-17,Daily hospital occupancy,4472,Canada
2023-10-18,Daily hospital occupancy,4510,Canada
2023-10-19,Daily hospital occupancy,4460,Canada
2023-10-20,Daily hospital occupancy,4463,Canada
2023-10-21,Daily hospital occupancy,4321,Canada
2023-10-22,Daily hospital occupancy,4344,Canada
2023-10-23,Daily hospital occupancy,4508,Canada
2023-10-24,Daily hospital occupancy,4538,Canada
2023-10-25,Daily hospital occupancy,4555,Canada
2023-10-26,Daily hospital occupancy,4483,Canada
2023-10-27,Daily hospital occupancy,4476,Canada
2023-10-28,Daily hospital occupancy,4349,Canada
2023-10-29,Daily hospital occupancy,4390,Canada
2023-10-30,Daily hospital occupancy,4511,Canada
2023-10-31,Daily hospital occupancy,4477,Canada
2023-11-01,Daily hospital occupancy,4424,Canada
2023-11-02,Daily hospital occupancy,4391,Canada
2023-11-03,Daily hospital occupancy,4365,Canada
2023-11-04,Daily hospital occupancy,4315,Canada
2023-11-05,Daily hospital occupancy,4354,Canada
2023-11-06,Daily hospital occupancy,4478,Canada
2023-11-07,Daily hospital occupancy,4515,Canada
2023-11-08,Daily hospital occupancy,4488,Canada
2023-11-09,Daily hospital occupancy,4492,Canada
2023-11-10,Daily hospital occupancy,4510,Canada
2023-11-11,Daily hospital occupancy,4402,Canada
2023-11-12,Daily hospital occupancy,4491,Canada
2023-11-13,Daily hospital occupancy,4586,Canada
2023-11-14,Daily hospital occupancy,4748,Canada
2023-11-15,Daily hospital occupancy,4712,Canada
2023-11-16,Daily hospital occupancy,4794,Canada
2023-11-17,Daily hospital occupancy,4815,Canada
2023-11-18,Daily hospital occupancy,4846,Canada
2023-11-19,Daily hospital occupancy,4984,Canada
2023-11-20,Daily hospital occupancy,5161,Canada
2023-11-21,Daily hospital occupancy,5173,Canada
2023-11-22,Daily hospital occupancy,5194,Canada
2023-11-23,Daily hospital occupancy,5127,Canada
2023-11-24,Daily hospital occupancy,5212,Canada
2023-11-25,Daily hospital occupancy,5157,Canada
2023-11-26,Daily hospital occupancy,5156,Canada
2023-11-27,Daily hospital occupancy,5387,Canada
2023-11-28,Daily hospital occupancy,5388,Canada
2023-11-29,Daily hospital occupancy,5401,Canada
2023-11-30,Daily hospital occupancy,5344,Canada
2023-12-01,Daily hospital occupancy,5304,Canada
2023-12-02,Daily hospital occupancy,5172,Canada
2023-12-03,Daily hospital occupancy,5165,Canada
2023-12-04,Daily hospital occupancy,5281,Canada
2023-12-05,Daily hospital occupancy,5293,Canada
2023-12-06,Daily hospital occupancy,5261,Canada
2023-12-07,Daily hospital occupancy,5177,Canada
2023-12-08,Daily hospital occupancy,5057,Canada
2023-12-09,Daily hospital occupancy,4958,Canada
2023-12-10,Daily hospital occupancy,5022,Canada
2023-12-11,Daily hospital occupancy,5225,Canada
2023-12-12,Daily hospital occupancy,5265,Canada
2023-12-13,Daily hospital occupancy,5256,Canada
2023-12-14,Daily hospital occupancy,5163,Canada
2023-12-15,Daily hospital occupancy,5133,Canada
2023-12-16,Daily hospital occupancy,5050,Canada
2023-12-17,Daily hospital occupancy,5188,Canada
2023-12-18,Daily hospital occupancy,5280,Canada
2023-12-19,Daily hospital occupancy,5183,Canada
2023-12-20,Daily hospital occupancy,5215,Canada
2023-12-21,Daily hospital occupancy,5132,Canada
2023-12-22,Daily hospital occupancy,5021,Canada
2023-12-23,Daily hospital occupancy,4867,Canada
2023-12-24,Daily hospital occupancy,4874,Canada
2023-12-25,Daily hospital occupancy,4850,Canada
2023-12-26,Daily hospital occupancy,4960,Canada
2023-12-27,Daily hospital occupancy,5141,Canada
2023-12-28,Daily hospital occupancy,5229,Canada
2023-12-29,Daily hospital occupancy,5211,Canada
2023-12-30,Daily hospital occupancy,5006,Canada
2023-12-31,Daily hospital occupancy,5086,Canada
2024-01-01,Daily hospital occupancy,5143,Canada
2024-01-02,Daily hospital occupancy,5288,Canada
2024-01-03,Daily hospital occupancy,5275,Canada
2024-01-04,Daily hospital occupancy,5353,Canada
2024-01-05,Daily hospital occupancy,5281,Canada
2024-01-06,Daily hospital occupancy,5105,Canada
2024-01-07,Daily hospital occupancy,5054,Canada
2024-01-08,Daily hospital occupancy,5134,Canada
2024-01-09,Daily hospital occupancy,5080,Canada
2024-01-10,Daily hospital occupancy,4927,Canada
2024-01-11,Daily hospital occupancy,4864,Canada
2024-01-12,Daily hospital occupancy,4776,Canada
2024-01-13,Daily hospital occupancy,4563,Canada
2024-01-14,Daily hospital occupancy,4559,Canada
2024-01-15,Daily hospital occupancy,4588,Canada
2024-01-16,Daily hospital occupancy,4473,Canada
2024-01-17,Daily hospital occupancy,4335,Canada
2024-01-18,Daily hospital occupancy,4162,Canada
2024-01-19,Daily hospital occupancy,4014,Canada
2024-01-20,Daily hospital occupancy,3855,Canada
2024-01-21,Daily hospital occupancy,3838,Canada
2024-01-22,Daily hospital occupancy,3799,Canada
2024-01-23,Daily hospital occupancy,3767,Canada
2024-01-24,Daily hospital occupancy,3661,Canada
2024-01-25,Daily hospital occupancy,3553,Canada
2024-01-26,Daily hospital occupancy,3475,Canada
2024-01-27,Daily hospital occupancy,3354,Canada
2024-01-28,Daily hospital occupancy,3375,Canada
2024-01-29,Daily hospital occupancy,3349,Canada
2024-01-30,Daily hospital occupancy,3300,Canada
2024-01-31,Daily hospital occupancy,3265,Canada
2024-02-01,Daily hospital occupancy,3192,Canada
2024-02-02,Daily hospital occupancy,3118,Canada
2024-02-03,Daily hospital occupancy,3006,Canada
2024-02-04,Daily hospital occupancy,2992,Canada
2024-02-05,Daily hospital occupancy,3035,Canada
2024-02-06,Daily hospital occupancy,2973,Canada
2024-02-07,Daily hospital occupancy,2932,Canada
2024-02-08,Daily hospital occupancy,2871,Canada
2024-02-09,Daily hospital occupancy,2807,Canada
2024-02-10,Daily hospital occupancy,2784,Canada
2024-02-11,Daily hospital occupancy,2764,Canada
2024-02-12,Daily hospital occupancy,2720,Canada
2024-02-13,Daily hospital occupancy,2703,Canada
2024-02-14,Daily hospital occupancy,2706,Canada
2024-02-15,Daily hospital occupancy,2661,Canada
2024-02-16,Daily hospital occupancy,2627,Canada
2024-02-17,Daily hospital occupancy,2605,Canada
2024-02-18,Daily hospital occupancy,2569,Canada
2024-02-19,Daily hospital occupancy,2614,Canada
2024-02-20,Daily hospital occupancy,2559,Canada
2024-02-21,Daily hospital occupancy,2485,Canada
2024-02-22,Daily hospital occupancy,2438,Canada
2024-02-23,Daily hospital occupancy,2349,Canada
2024-02-24,Daily hospital occupancy,2278,Canada
2024-02-25,Daily hospital occupancy,2302,Canada
2024-02-26,Daily hospital occupancy,2314,Canada
2024-02-27,Daily hospital occupancy,2290,Canada
2024-02-28,Daily hospital occupancy,2272,Canada
2024-02-29,Daily hospital occupancy,2221,Canada
2024-03-01,Daily hospital occupancy,2217,Canada
2024-03-02,Daily hospital occupancy,2198,Canada
2024-03-03,Daily hospital occupancy,2215,Canada
2024-03-04,Daily hospital occupancy,2195,Canada
2024-03-05,Daily hospital occupancy,2191,Canada
2024-03-06,Daily hospital occupancy,2131,Canada
2024-03-07,Daily hospital occupancy,2096,Canada
2024-03-08,Daily hospital occupancy,2052,Canada
2024-03-09,Daily hospital occupancy,2024,Canada
2024-03-10,Daily hospital occupancy,2011,Canada
2024-03-11,Daily hospital occupancy,1992,Canada
2024-03-12,Daily hospital occupancy,1971,Canada
2024-03-13,Daily hospital occupancy,1956,Canada
2024-03-14,Daily hospital occupancy,1945,Canada
2024-03-15,Daily hospital occupancy,1905,Canada
2024-03-16,Daily hospital occupancy,1874,Canada
2024-03-17,Daily hospital occupancy,1884,Canada
2024-03-18,Daily hospital occupancy,1883,Canada
2024-03-19,Daily hospital occupancy,1856,Canada
2024-03-20,Daily hospital occupancy,1830,Canada
2024-03-21,Daily hospital occupancy,1802,Canada
2024-03-22,Daily hospital occupancy,1791,Canada
2024-03-23,Daily hospital occupancy,1782,Canada
2024-03-24,Daily hospital occupancy,1774,Canada
2024-03-25,Daily hospital occupancy,1779,Canada
2024-03-26,Daily hospital occupancy,1758,Canada
2020-04-01,Daily ICU occupancy,36,Canada
2020-04-02,Daily ICU occupancy,124,Canada
2020-04-03,Daily ICU occupancy,125,Canada
2020-04-04,Daily ICU occupancy,126,Canada
2020-04-05,Daily ICU occupancy,130,Canada
2020-04-06,Daily ICU occupancy,132,Canada
2020-04-07,Daily ICU occupancy,130,Canada
2020-04-08,Daily ICU occupancy,33,Canada
2020-04-09,Daily ICU occupancy,98,Canada
2020-04-10,Daily ICU occupancy,95,Canada
2020-04-11,Daily ICU occupancy,92,Canada
2020-04-12,Daily ICU occupancy,90,Canada
2020-04-13,Daily ICU occupancy,84,Canada
2020-04-14,Daily ICU occupancy,85,Canada
2020-04-15,Daily ICU occupancy,87,Canada
2020-04-16,Daily ICU occupancy,86,Canada
2020-04-17,Daily ICU occupancy,82,Canada
2020-04-18,Daily ICU occupancy,85,Canada
2020-04-19,Daily ICU occupancy,89,Canada
2020-04-20,Daily ICU occupancy,79,Canada
2020-04-21,Daily ICU occupancy,82,Canada
2020-04-22,Daily ICU occupancy,76,Canada
2020-04-23,Daily ICU occupancy,71,Canada
2020-04-24,Daily ICU occupancy,72,Canada
2020-04-25,Daily ICU occupancy,69,Canada
2020-04-26,Daily ICU occupancy,68,Canada
2020-04-27,Daily ICU occupancy,64,Canada
2020-04-28,Daily ICU occupancy,68,Canada
2020-04-29,Daily ICU occupancy,64,Canada
2020-04-30,Daily ICU occupancy,59,Canada
2020-05-01,Daily ICU occupancy,290,Canada
2020-05-02,Daily ICU occupancy,296,Canada
2020-05-03,Daily ICU occupancy,292,Canada
2020-05-04,Daily ICU occupancy,292,Canada
2020-05-05,Daily ICU occupancy,290,Canada
2020-05-06,Daily ICU occupancy,281,Canada
2020-05-07,Daily ICU occupancy,277,Canada
2020-05-08,Daily ICU occupancy,264,Canada
2020-05-09,Daily ICU occupancy,258,Canada
2020-05-10,Daily ICU occupancy,258,Canada
2020-05-11,Daily ICU occupancy,252,Canada
2020-05-12,Daily ICU occupancy,244,Canada
2020-05-13,Daily ICU occupancy,235,Canada
2020-05-14,Daily ICU occupancy,225,Canada
2020-05-15,Daily ICU occupancy,226,Canada
2020-05-16,Daily ICU occupancy,216,Canada
2020-05-17,Daily ICU occupancy,208,Canada
2020-05-18,Daily ICU occupancy,221,Canada
2020-05-19,Daily ICU occupancy,213,Canada
2020-05-20,Daily ICU occupancy,206,Canada
2020-05-21,Daily ICU occupancy,198,Canada
2020-05-22,Daily ICU occupancy,197,Canada
2020-05-23,Daily ICU occupancy,198,Canada
2020-05-24,Daily ICU occupancy,188,Canada
2020-05-25,Daily ICU occupancy,192,Canada
2020-05-26,Daily ICU occupancy,191,Canada
2020-05-27,Daily ICU occupancy,181,Canada
2020-05-28,Daily ICU occupancy,178,Canada
2020-05-29,Daily ICU occupancy,173,Canada
2020-05-30,Daily ICU occupancy,172,Canada
2020-05-31,Daily ICU occupancy,177,Canada
2020-06-01,Daily ICU occupancy,177,Canada
2020-06-02,Daily ICU occupancy,178,Canada
2020-06-03,Daily ICU occupancy,171,Canada
2020-06-04,Daily ICU occupancy,167,Canada
2020-06-05,Daily ICU occupancy,163,Canada
2020-06-06,Daily ICU occupancy,161,Canada
2020-06-07,Daily ICU occupancy,158,Canada
2020-06-08,Daily ICU occupancy,157,Canada
2020-06-09,Daily ICU occupancy,161,Canada
2020-06-10,Daily ICU occupancy,160,Canada
2020-06-11,Daily ICU occupancy,156,Canada
2020-06-12,Daily ICU occupancy,151,Canada
2020-06-13,Daily ICU occupancy,143,Canada
2020-06-14,Daily ICU occupancy,142,Canada
2020-06-15,Daily ICU occupancy,143,Canada
2020-06-16,Daily ICU occupancy,136,Canada
2020-06-17,Daily ICU occupancy,128,Canada
2020-06-18,Daily ICU occupancy,123,Canada
2020-06-19,Daily ICU occupancy,124,Canada
2020-06-20,Daily ICU occupancy,133,Canada
2020-06-21,Daily ICU occupancy,125,Canada
2020-06-22,Daily ICU occupancy,120,Canada
2020-06-23,Daily ICU occupancy,118,Canada
2020-06-24,Daily ICU occupancy,114,Canada
2020-06-25,Daily ICU occupancy,111,Canada
2020-06-26,Daily ICU occupancy,103,Canada
2020-06-27,Daily ICU occupancy,102,Canada
2020-06-28,Daily ICU occupancy,98,Canada
2020-06-29,Daily ICU occupancy,90,Canada
2020-06-30,Daily ICU occupancy,86,Canada
2020-07-01,Daily ICU occupancy,87,Canada
2020-07-02,Daily ICU occupancy,86,Canada
2020-07-03,Daily ICU occupancy,15,Canada
2020-07-04,Daily ICU occupancy,81,Canada
2020-07-05,Daily ICU occupancy,76,Canada
2020-07-06,Daily ICU occupancy,72,Canada
2020-07-07,Daily ICU occupancy,72,Canada
2020-07-08,Daily ICU occupancy,68,Canada
2020-07-09,Daily ICU occupancy,74,Canada
2020-07-10,Daily ICU occupancy,71,Canada
2020-07-11,Daily ICU occupancy,72,Canada
2020-07-12,Daily ICU occupancy,72,Canada
2020-07-13,Daily ICU occupancy,75,Canada
2020-07-14,Daily ICU occupancy,69,Canada
2020-07-15,Daily ICU occupancy,66,Canada
2020-07-16,Daily ICU occupancy,73,Canada
2020-07-17,Daily ICU occupancy,70,Canada
2020-07-18,Daily ICU occupancy,68,Canada
2020-07-19,Daily ICU occupancy,72,Canada
2020-07-20,Daily ICU occupancy,76,Canada
2020-07-21,Daily ICU occupancy,78,Canada
2020-07-22,Daily ICU occupancy,79,Canada
2020-07-23,Daily ICU occupancy,74,Canada
2020-07-24,Daily ICU occupancy,70,Canada
2020-07-25,Daily ICU occupancy,70,Canada
2020-07-26,Daily ICU occupancy,72,Canada
2020-07-27,Daily ICU occupancy,69,Canada
2020-07-28,Daily ICU occupancy,68,Canada
2020-07-29,Daily ICU occupancy,66,Canada
2020-07-30,Daily ICU occupancy,67,Canada
2020-07-31,Daily ICU occupancy,68,Canada
2020-08-01,Daily ICU occupancy,71,Canada
2020-08-02,Daily ICU occupancy,70,Canada
2020-08-03,Daily ICU occupancy,75,Canada
2020-08-04,Daily ICU occupancy,76,Canada
2020-08-05,Daily ICU occupancy,75,Canada
2020-08-06,Daily ICU occupancy,72,Canada
2020-08-07,Daily ICU occupancy,65,Canada
2020-08-08,Daily ICU occupancy,65,Canada
2020-08-09,Daily ICU occupancy,61,Canada
2020-08-10,Daily ICU occupancy,59,Canada
2020-08-11,Daily ICU occupancy,59,Canada
2020-08-12,Daily ICU occupancy,57,Canada
2020-08-13,Daily ICU occupancy,53,Canada
2020-08-14,Daily ICU occupancy,53,Canada
2020-08-15,Daily ICU occupancy,53,Canada
2020-08-16,Daily ICU occupancy,48,Canada
2020-08-17,Daily ICU occupancy,47,Canada
2020-08-18,Daily ICU occupancy,48,Canada
2020-08-19,Daily ICU occupancy,49,Canada
2020-08-20,Daily ICU occupancy,46,Canada
2020-08-21,Daily ICU occupancy,46,Canada
2020-08-22,Daily ICU occupancy,41,Canada
2020-08-23,Daily ICU occupancy,42,Canada
2020-08-24,Daily ICU occupancy,41,Canada
2020-08-25,Daily ICU occupancy,42,Canada
2020-08-26,Daily ICU occupancy,43,Canada
2020-08-27,Daily ICU occupancy,42,Canada
2020-08-28,Daily ICU occupancy,46,Canada
2020-08-29,Daily ICU occupancy,48,Canada
2020-08-30,Daily ICU occupancy,51,Canada
2020-08-31,Daily ICU occupancy,52,Canada
2020-09-01,Daily ICU occupancy,44,Canada
2020-09-02,Daily ICU occupancy,46,Canada
2020-09-03,Daily ICU occupancy,48,Canada
2020-09-04,Daily ICU occupancy,50,Canada
2020-09-05,Daily ICU occupancy,40,Canada
2020-09-06,Daily ICU occupancy,38,Canada
2020-09-07,Daily ICU occupancy,38,Canada
2020-09-08,Daily ICU occupancy,47,Canada
2020-09-09,Daily ICU occupancy,49,Canada
2020-09-10,Daily ICU occupancy,48,Canada
2020-09-11,Daily ICU occupancy,38,Canada
2020-09-12,Daily ICU occupancy,41,Canada
2020-09-13,Daily ICU occupancy,44,Canada
2020-09-14,Daily ICU occupancy,53,Canada
2020-09-15,Daily ICU occupancy,57,Canada
2020-09-16,Daily ICU occupancy,63,Canada
2020-09-17,Daily ICU occupancy,59,Canada
2020-09-18,Daily ICU occupancy,61,Canada
2020-09-19,Daily ICU occupancy,64,Canada
2020-09-20,Daily ICU occupancy,66,Canada
2020-09-21,Daily ICU occupancy,64,Canada
2020-09-22,Daily ICU occupancy,69,Canada
2020-09-23,Daily ICU occupancy,69,Canada
2020-09-24,Daily ICU occupancy,73,Canada
2020-09-25,Daily ICU occupancy,76,Canada
2020-09-26,Daily ICU occupancy,79,Canada
2020-09-27,Daily ICU occupancy,79,Canada
2020-09-28,Daily ICU occupancy,77,Canada
2020-09-29,Daily ICU occupancy,81,Canada
2020-09-30,Daily ICU occupancy,84,Canada
2020-10-01,Daily ICU occupancy,86,Canada
2020-10-02,Daily ICU occupancy,87,Canada
2020-10-03,Daily ICU occupancy,88,Canada
2020-10-04,Daily ICU occupancy,84,Canada
2020-10-05,Daily ICU occupancy,83,Canada
2020-10-06,Daily ICU occupancy,86,Canada
2020-10-07,Daily ICU occupancy,89,Canada
2020-10-08,Daily ICU occupancy,88,Canada
2020-10-09,Daily ICU occupancy,92,Canada
2020-10-10,Daily ICU occupancy,95,Canada
2020-10-11,Daily ICU occupancy,100,Canada
2020-10-12,Daily ICU occupancy,106,Canada
2020-10-13,Daily ICU occupancy,115,Canada
2020-10-14,Daily ICU occupancy,113,Canada
2020-10-15,Daily ICU occupancy,116,Canada
2020-10-16,Daily ICU occupancy,126,Canada
2020-10-17,Daily ICU occupancy,126,Canada
2020-10-18,Daily ICU occupancy,122,Canada
2020-10-19,Daily ICU occupancy,123,Canada
2020-10-20,Daily ICU occupancy,121,Canada
2020-10-21,Daily ICU occupancy,133,Canada
2020-10-22,Daily ICU occupancy,138,Canada
2020-10-23,Daily ICU occupancy,143,Canada
2020-10-24,Daily ICU occupancy,143,Canada
2020-10-25,Daily ICU occupancy,146,Canada
2020-10-26,Daily ICU occupancy,145,Canada
2020-10-27,Daily ICU occupancy,147,Canada
2020-10-28,Daily ICU occupancy,155,Canada
2020-10-29,Daily ICU occupancy,159,Canada
2020-10-30,Daily ICU occupancy,157,Canada
2020-10-31,Daily ICU occupancy,151,Canada
2020-11-01,Daily ICU occupancy,158,Canada
2020-11-02,Daily ICU occupancy,156,Canada
2020-11-03,Daily ICU occupancy,164,Canada
2020-11-04,Daily ICU occupancy,181,Canada
2020-11-05,Daily ICU occupancy,176,Canada
2020-11-06,Daily ICU occupancy,189,Canada
2020-11-07,Daily ICU occupancy,195,Canada
2020-11-08,Daily ICU occupancy,207,Canada
2020-11-09,Daily ICU occupancy,208,Canada
2020-11-10,Daily ICU occupancy,227,Canada
2020-11-11,Daily ICU occupancy,243,Canada
2020-11-12,Daily ICU occupancy,257,Canada
2020-11-13,Daily ICU occupancy,270,Canada
2020-11-14,Daily ICU occupancy,284,Canada
2020-11-15,Daily ICU occupancy,300,Canada
2020-11-16,Daily ICU occupancy,313,Canada
2020-11-17,Daily ICU occupancy,313,Canada
2020-11-18,Daily ICU occupancy,330,Canada
2020-11-19,Daily ICU occupancy,332,Canada
2020-11-20,Daily ICU occupancy,330,Canada
2020-11-21,Daily ICU occupancy,328,Canada
2020-11-22,Daily ICU occupancy,354,Canada
2020-11-23,Daily ICU occupancy,363,Canada
2020-11-24,Daily ICU occupancy,367,Canada
